entity_id,dimension,value,is_primary
247,sector,funding_grants,1
247,region,national,1
248,population,general_public,1
248,sector,funding_grants,1
248,region,national,1
249,population,general_public,1
249,sector,public_services,1
249,region,national,1
250,population,general_public,1
250,sector,public_services,1
250,region,national,1
251,population,disabilities,1
251,sector,education,1
251,sector,funding_grants,0
251,region,national,1
252,population,general_public,1
252,sector,public_services,1
252,region,national,1
253,population,general_public,1
253,sector,public_services,1
253,region,national,1
254,population,disabilities,1
254,sector,employment,1
254,sector,funding_grants,0
254,region,national,1
255,population,general_public,1
255,sector,funding_grants,1
255,region,national,1
256,population,general_public,1
256,sector,healthcare,1
256,region,national,1
257,population,general_public,1
257,sector,education,1
257,sector,funding_grants,0
257,region,AB,1
258,population,general_public,1
258,sector,public_services,1
258,region,national,1
259,population,general_public,1
259,sector,language_training,1
259,region,national,1
260,population,disabilities,1
260,sector,employment,1
260,region,national,1
261,population,general_public,1
261,sector,healthcare,1
261,sector,mental_health,0
261,region,national,1
262,population,general_public,1
262,sector,healthcare,1
262,sector,mental_health,0
262,region,national,1
263,population,general_public,1
263,sector,healthcare,1
263,sector,mental_health,0
263,region,national,1
264,population,general_public,1
264,sector,healthcare,1
264,sector,mental_health,0
264,region,national,1
265,population,youth,1
265,sector,education,1
265,sector,healthcare,0
265,sector,mental_health,0
265,region,national,1
266,population,general_public,1
266,sector,healthcare,1
266,sector,mental_health,0
266,region,national,1
267,population,general_public,1
267,sector,healthcare,1
267,sector,mental_health,0
267,sector,funding_grants,0
267,region,national,1
268,population,general_public,1
268,sector,healthcare,1
268,sector,mental_health,0
268,region,national,1
269,population,general_public,1
269,sector,healthcare,1
269,sector,mental_health,0
269,region,QC,1
270,population,general_public,1
270,sector,employment,1
270,sector,healthcare,0
270,sector,mental_health,0
270,region,national,1
271,population,general_public,1
271,sector,healthcare,1
271,sector,mental_health,0
271,region,national,1
272,population,general_public,1
272,sector,public_services,1
272,region,national,1
273,population,youth,1
273,population,disabilities,0
273,sector,employment,1
273,sector,skills_training,0
273,sector,healthcare,0
273,sector,mental_health,0
273,sector,housing,0
273,sector,disability_support,0
273,region,national,1
274,population,general_public,1
274,sector,healthcare,1
274,sector,mental_health,0
274,region,national,1
275,population,general_public,1
275,sector,employment,1
275,sector,healthcare,0
275,sector,mental_health,0
275,region,national,1
276,population,general_public,1
276,sector,healthcare,1
276,sector,mental_health,0
276,region,national,1
277,population,newcomers,1
277,sector,education,1
277,sector,healthcare,0
277,sector,mental_health,0
277,sector,immigration_settlement,0
277,region,national,1
278,population,general_public,1
278,sector,healthcare,1
278,sector,mental_health,0
278,region,national,1
279,population,general_public,1
279,sector,healthcare,1
279,sector,mental_health,0
279,region,national,1
280,population,youth,1
280,sector,healthcare,1
280,sector,mental_health,0
280,region,national,1
281,population,general_public,1
281,sector,healthcare,1
281,sector,mental_health,0
281,region,national,1
282,population,disabilities,1
282,sector,employment,1
282,sector,healthcare,0
282,sector,disability_support,0
282,region,national,1
283,population,general_public,1
283,sector,employment,1
283,sector,healthcare,0
283,sector,mental_health,0
283,sector,language_training,0
283,region,national,1
284,population,general_public,1
284,sector,healthcare,1
284,region,national,1
285,population,general_public,1
285,sector,healthcare,1
285,region,national,1
286,population,general_public,1
286,sector,healthcare,1
286,region,national,1
287,population,general_public,1
287,sector,healthcare,1
287,region,national,1
288,population,general_public,1
288,sector,healthcare,1
288,sector,funding_grants,0
288,region,national,1
289,population,general_public,1
289,sector,healthcare,1
289,region,national,1
290,population,general_public,1
290,sector,healthcare,1
290,region,national,1
291,population,general_public,1
291,sector,healthcare,1
291,region,national,1
292,population,general_public,1
292,sector,healthcare,1
292,region,national,1
293,population,general_public,1
293,sector,healthcare,1
293,region,national,1
294,population,general_public,1
294,sector,employment,1
294,sector,healthcare,0
294,region,national,1
295,population,youth,1
295,sector,employment,1
295,sector,skills_training,0
295,sector,healthcare,0
295,sector,mental_health,0
295,region,national,1
296,population,general_public,1
296,sector,healthcare,1
296,region,national,1
297,population,general_public,1
297,sector,healthcare,1
297,region,national,1
298,population,general_public,1
298,sector,healthcare,1
298,region,national,1
299,population,general_public,1
299,sector,employment,1
299,sector,healthcare,0
299,region,national,1
300,population,general_public,1
300,sector,healthcare,1
300,region,national,1
301,population,women,1
301,sector,healthcare,1
301,region,national,1
302,population,general_public,1
302,sector,healthcare,1
302,region,national,1
303,population,general_public,1
303,sector,healthcare,1
303,region,national,1
304,population,general_public,1
304,sector,healthcare,1
304,region,national,1
305,population,general_public,1
305,sector,healthcare,1
305,sector,mental_health,0
305,region,national,1
306,population,general_public,1
306,sector,healthcare,1
306,region,national,1
307,population,general_public,1
307,sector,healthcare,1
307,sector,funding_grants,0
307,region,national,1
308,population,general_public,1
308,sector,healthcare,1
308,sector,funding_grants,0
308,region,national,1
309,population,general_public,1
309,sector,healthcare,1
309,region,national,1
310,population,general_public,1
310,sector,healthcare,1
310,region,national,1
311,population,general_public,1
311,sector,healthcare,1
311,region,national,1
312,population,general_public,1
312,sector,healthcare,1
312,region,national,1
313,population,general_public,1
313,sector,healthcare,1
313,region,national,1
314,population,general_public,1
314,sector,healthcare,1
314,sector,mental_health,0
314,region,national,1
315,population,general_public,1
315,sector,healthcare,1
315,region,national,1
316,population,general_public,1
316,sector,healthcare,1
316,region,national,1
317,population,general_public,1
317,sector,healthcare,1
317,region,national,1
318,population,general_public,1
318,sector,healthcare,1
318,region,national,1
319,population,general_public,1
319,sector,healthcare,1
319,region,national,1
320,population,general_public,1
320,sector,healthcare,1
320,region,national,1
321,population,general_public,1
321,sector,employment,1
321,sector,housing,0
321,region,national,1
322,population,disabilities,1
322,sector,public_services,1
322,region,national,1
323,population,general_public,1
323,sector,employment,1
323,sector,healthcare,0
323,sector,mental_health,0
323,region,national,1
324,population,general_public,1
324,sector,healthcare,1
324,region,national,1
325,population,general_public,1
325,sector,employment,1
325,sector,healthcare,0
325,region,national,1
326,population,disabilities,1
326,sector,employment,1
326,sector,healthcare,0
326,sector,immigration_settlement,0
326,region,national,1
327,population,disabilities,1
327,sector,public_services,1
327,region,national,1
328,population,general_public,1
328,sector,healthcare,1
328,region,national,1
329,population,general_public,1
329,sector,employment,1
329,sector,healthcare,0
329,region,national,1
330,population,women,1
330,sector,healthcare,1
330,region,national,1
331,population,general_public,1
331,sector,healthcare,1
331,region,national,1
332,population,youth,1
332,sector,education,1
332,sector,healthcare,0
332,region,national,1
333,population,general_public,1
333,sector,employment,1
333,sector,skills_training,0
333,sector,healthcare,0
333,region,national,1
334,population,general_public,1
334,sector,healthcare,1
334,region,national,1
335,population,general_public,1
335,sector,healthcare,1
335,region,national,1
336,population,general_public,1
336,sector,public_services,1
336,region,national,1
337,population,women,1
337,sector,healthcare,1
337,sector,mental_health,0
337,sector,funding_grants,0
337,region,national,1
338,population,general_public,1
338,sector,healthcare,1
338,sector,housing,0
338,region,national,1
339,population,general_public,1
339,sector,employment,1
339,sector,healthcare,0
339,region,national,1
340,population,general_public,1
340,sector,employment,1
340,region,national,1
341,population,general_public,1
341,sector,healthcare,1
341,region,national,1
342,population,general_public,1
342,sector,public_services,1
342,region,national,1
343,population,general_public,1
343,sector,healthcare,1
343,region,national,1
344,population,seniors,1
344,sector,healthcare,1
344,region,national,1
345,population,general_public,1
345,sector,employment,1
345,sector,healthcare,0
345,region,national,1
346,population,general_public,1
346,sector,healthcare,1
346,region,national,1
347,population,general_public,1
347,sector,healthcare,1
347,region,national,1
348,population,general_public,1
348,sector,education,1
348,sector,healthcare,0
348,sector,housing,0
348,region,national,1
349,population,general_public,1
349,sector,healthcare,1
349,region,national,1
350,population,general_public,1
350,sector,healthcare,1
350,region,national,1
351,population,general_public,1
351,sector,healthcare,1
351,region,national,1
352,population,general_public,1
352,sector,healthcare,1
352,region,national,1
353,population,general_public,1
353,sector,healthcare,1
353,region,national,1
354,population,general_public,1
354,sector,healthcare,1
354,region,national,1
355,population,general_public,1
355,sector,healthcare,1
355,region,national,1
356,population,general_public,1
356,sector,healthcare,1
356,region,national,1
357,population,general_public,1
357,sector,healthcare,1
357,region,national,1
358,population,general_public,1
358,sector,healthcare,1
358,region,national,1
359,population,general_public,1
359,sector,healthcare,1
359,region,national,1
360,population,general_public,1
360,sector,healthcare,1
360,region,national,1
361,population,general_public,1
361,sector,healthcare,1
361,region,national,1
362,population,general_public,1
362,sector,healthcare,1
362,region,national,1
363,population,general_public,1
363,sector,healthcare,1
363,region,national,1
364,population,general_public,1
364,sector,healthcare,1
364,region,national,1
365,population,general_public,1
365,sector,healthcare,1
365,region,national,1
366,population,general_public,1
366,sector,healthcare,1
366,region,national,1
367,population,general_public,1
367,sector,healthcare,1
367,region,national,1
368,population,general_public,1
368,sector,healthcare,1
368,region,national,1
369,population,general_public,1
369,sector,public_services,1
369,region,national,1
370,population,general_public,1
370,sector,healthcare,1
370,region,national,1
371,population,general_public,1
371,sector,healthcare,1
371,region,national,1
372,population,general_public,1
372,sector,healthcare,1
372,region,national,1
373,population,general_public,1
373,sector,healthcare,1
373,region,national,1
374,population,general_public,1
374,sector,healthcare,1
374,region,national,1
375,population,general_public,1
375,sector,healthcare,1
375,region,national,1
376,population,general_public,1
376,sector,healthcare,1
376,region,national,1
377,population,general_public,1
377,sector,healthcare,1
377,region,national,1
378,population,general_public,1
378,sector,healthcare,1
378,region,national,1
379,population,general_public,1
379,sector,healthcare,1
379,region,national,1
380,population,general_public,1
380,sector,healthcare,1
380,region,national,1
381,population,general_public,1
381,sector,healthcare,1
381,region,national,1
382,population,general_public,1
382,sector,healthcare,1
382,region,national,1
383,population,general_public,1
383,sector,healthcare,1
383,region,national,1
384,population,general_public,1
384,sector,healthcare,1
384,region,national,1
385,population,general_public,1
385,sector,healthcare,1
385,region,national,1
386,population,general_public,1
386,sector,healthcare,1
386,region,national,1
387,population,general_public,1
387,sector,healthcare,1
387,region,national,1
388,population,general_public,1
388,sector,healthcare,1
388,region,national,1
389,population,general_public,1
389,sector,public_services,1
389,region,national,1
390,population,general_public,1
390,sector,healthcare,1
390,region,national,1
391,population,general_public,1
391,sector,healthcare,1
391,region,national,1
392,population,general_public,1
392,sector,healthcare,1
392,region,national,1
393,population,general_public,1
393,sector,healthcare,1
393,region,national,1
394,population,general_public,1
394,sector,healthcare,1
394,sector,funding_grants,0
394,region,national,1
395,population,general_public,1
395,sector,public_services,1
395,region,national,1
396,population,general_public,1
396,sector,healthcare,1
396,region,national,1
397,population,general_public,1
397,sector,healthcare,1
397,region,national,1
398,population,seniors,1
398,sector,employment,1
398,sector,healthcare,0
398,sector,mental_health,0
398,sector,housing,0
398,region,AB,1
399,population,general_public,1
399,sector,healthcare,1
399,region,national,1
400,population,general_public,1
400,sector,healthcare,1
400,region,national,1
401,population,general_public,1
401,sector,healthcare,1
401,region,national,1
402,population,general_public,1
402,sector,healthcare,1
402,region,national,1
403,population,general_public,1
403,sector,healthcare,1
403,region,national,1
404,population,Inuit,1
404,population,youth,0
404,sector,healthcare,1
404,region,NU,1
405,population,general_public,1
405,sector,healthcare,1
405,region,national,1
406,population,general_public,1
406,sector,healthcare,1
406,region,national,1
407,population,general_public,1
407,sector,healthcare,1
407,region,national,1
408,population,general_public,1
408,sector,public_services,1
408,region,national,1
409,population,general_public,1
409,sector,public_services,1
409,region,ON,1
410,population,general_public,1
410,sector,healthcare,1
410,region,national,1
411,population,general_public,1
411,sector,employment,1
411,sector,healthcare,0
411,sector,housing,0
411,region,national,1
412,population,general_public,1
412,sector,healthcare,1
412,region,national,1
413,population,general_public,1
413,sector,public_services,1
413,region,national,1
414,population,general_public,1
414,sector,employment,1
414,sector,healthcare,0
414,region,national,1
415,population,women,1
415,sector,healthcare,1
415,region,national,1
416,population,general_public,1
416,sector,employment,1
416,sector,healthcare,0
416,region,national,1
417,population,general_public,1
417,sector,employment,1
417,sector,healthcare,0
417,region,national,1
418,population,general_public,1
418,sector,healthcare,1
418,sector,housing,0
418,region,national,1
419,population,general_public,1
419,sector,healthcare,1
419,sector,funding_grants,0
419,region,national,1
420,population,youth,1
420,sector,skills_training,1
420,region,national,1
421,population,women,1
421,sector,public_services,1
421,region,national,1
422,population,general_public,1
422,sector,healthcare,1
422,region,national,1
423,population,general_public,1
423,sector,employment,1
423,region,national,1
424,population,general_public,1
424,sector,healthcare,1
424,region,national,1
425,population,general_public,1
425,sector,healthcare,1
425,region,NS,1
426,population,general_public,1
426,sector,healthcare,1
426,region,national,1
427,population,general_public,1
427,sector,healthcare,1
427,region,national,1
428,population,general_public,1
428,sector,public_services,1
428,region,national,1
429,population,general_public,1
429,sector,healthcare,1
429,region,national,1
430,population,general_public,1
430,sector,healthcare,1
430,region,national,1
431,population,general_public,1
431,sector,employment,1
431,sector,healthcare,0
431,sector,housing,0
431,region,national,1
432,population,general_public,1
432,sector,healthcare,1
432,region,national,1
433,population,general_public,1
433,sector,healthcare,1
433,region,national,1
434,population,general_public,1
434,sector,healthcare,1
434,sector,housing,0
434,region,national,1
435,population,general_public,1
435,sector,public_services,1
435,region,national,1
436,population,newcomers,1
436,population,women,0
436,sector,funding_grants,1
436,sector,immigration_settlement,0
436,region,national,1
437,population,general_public,1
437,sector,employment,1
437,sector,healthcare,0
437,region,national,1
438,population,general_public,1
438,sector,public_services,1
438,region,national,1
439,population,general_public,1
439,sector,public_services,1
439,region,national,1
440,population,general_public,1
440,sector,employment,1
440,sector,healthcare,0
440,sector,housing,0
440,region,national,1
441,population,general_public,1
441,sector,public_services,1
441,region,national,1
442,population,disabilities,1
442,sector,healthcare,1
442,sector,disability_support,0
442,region,national,1
443,population,general_public,1
443,sector,education,1
443,sector,healthcare,0
443,region,national,1
444,population,general_public,1
444,sector,healthcare,1
444,region,national,1
445,population,general_public,1
445,sector,healthcare,1
445,region,national,1
446,population,general_public,1
446,sector,public_services,1
446,region,national,1
447,population,general_public,1
447,sector,healthcare,1
447,region,national,1
448,population,seniors,1
448,sector,healthcare,1
448,region,national,1
449,population,disabilities,1
449,sector,disability_support,1
449,region,national,1
450,population,general_public,1
450,sector,public_services,1
450,region,BC,1
451,population,disabilities,1
451,sector,disability_support,1
451,region,national,1
452,population,First_Nations,1
452,sector,public_services,1
452,region,national,1
453,population,women,1
453,sector,healthcare,1
453,region,national,1
454,population,general_public,1
454,sector,education,1
454,region,SK,1
455,population,Indigenous,1
455,population,First_Nations,0
455,sector,employment,1
455,sector,healthcare,0
455,sector,mental_health,0
455,region,national,1
456,population,general_public,1
456,sector,employment,1
456,sector,healthcare,0
456,sector,housing,0
456,region,national,1
457,population,seniors,1
457,sector,healthcare,1
457,sector,funding_grants,0
457,region,national,1
458,population,general_public,1
458,sector,healthcare,1
458,region,national,1
459,population,general_public,1
459,sector,healthcare,1
459,region,national,1
460,population,youth,1
460,sector,healthcare,1
460,sector,mental_health,0
460,region,national,1
461,population,general_public,1
461,sector,public_services,1
461,region,national,1
462,population,general_public,1
462,sector,healthcare,1
462,region,national,1
463,population,general_public,1
463,sector,healthcare,1
463,sector,mental_health,0
463,region,national,1
464,population,seniors,1
464,sector,healthcare,1
464,sector,mental_health,0
464,region,national,1
465,population,general_public,1
465,sector,employment,1
465,sector,healthcare,0
465,region,SK,1
466,population,general_public,1
466,sector,employment,1
466,sector,healthcare,0
466,region,ON,1
467,population,general_public,1
467,sector,employment,1
467,sector,healthcare,0
467,region,MB,1
468,population,general_public,1
468,sector,employment,1
468,sector,healthcare,0
468,region,YT,1
469,population,general_public,1
469,sector,employment,1
469,sector,healthcare,0
469,region,AB,1
470,population,Inuit,1
470,sector,employment,1
470,sector,healthcare,0
470,region,NU,1
471,population,newcomers,1
471,population,disabilities,0
471,sector,immigration_settlement,1
471,region,national,1
472,population,newcomers,1
472,population,disabilities,0
472,sector,immigration_settlement,1
472,region,national,1
473,population,general_public,1
473,sector,healthcare,1
473,region,national,1
474,population,general_public,1
474,sector,healthcare,1
474,sector,mental_health,0
474,region,national,1
475,population,general_public,1
475,sector,employment,1
475,sector,healthcare,0
475,region,NS,1
476,population,general_public,1
476,sector,employment,1
476,sector,healthcare,0
476,region,NT,1
477,population,general_public,1
477,sector,employment,1
477,sector,healthcare,0
477,region,NB,1
478,population,general_public,1
478,sector,employment,1
478,sector,healthcare,0
478,region,BC,1
479,population,general_public,1
479,sector,employment,1
479,sector,healthcare,0
479,region,NT,1
480,population,general_public,1
480,sector,public_services,1
480,region,national,1
481,population,newcomers,1
481,population,disabilities,0
481,sector,immigration_settlement,1
481,region,national,1
482,population,seniors,1
482,sector,healthcare,1
482,sector,mental_health,0
482,region,national,1
483,population,youth,1
483,population,rural_remote,0
483,sector,healthcare,1
483,sector,mental_health,0
483,region,national,1
484,population,disabilities,1
484,sector,employment,1
484,sector,healthcare,0
484,sector,disability_support,0
484,region,national,1
485,population,general_public,1
485,sector,healthcare,1
485,region,NT,1
486,population,general_public,1
486,sector,employment,1
486,sector,healthcare,0
486,region,PEI,1
487,population,general_public,1
487,sector,public_services,1
487,region,national,1
488,population,general_public,1
488,sector,healthcare,1
488,sector,mental_health,0
488,sector,housing,0
488,region,national,1
489,population,general_public,1
489,sector,public_services,1
489,region,national,1
490,population,general_public,1
490,sector,employment,1
490,sector,healthcare,0
490,sector,funding_grants,0
490,region,YT,1
491,population,Indigenous,1
491,population,youth,0
491,sector,healthcare,1
491,region,national,1
492,population,newcomers,1
492,population,disabilities,0
492,sector,immigration_settlement,1
492,region,national,1
493,population,general_public,1
493,sector,employment,1
493,region,ON,1
494,population,general_public,1
494,sector,employment,1
494,region,SK,1
495,population,general_public,1
495,sector,employment,1
495,region,AB,1
496,population,general_public,1
496,sector,employment,1
496,region,BC,1
497,population,general_public,1
497,sector,healthcare,1
497,sector,mental_health,0
497,sector,funding_grants,0
497,region,BC,1
498,population,general_public,1
498,sector,employment,1
498,sector,healthcare,0
498,region,national,1
499,population,general_public,1
499,sector,employment,1
499,region,NS,1
500,population,general_public,1
500,sector,public_services,1
500,region,national,1
501,population,general_public,1
501,sector,healthcare,1
501,region,national,1
502,population,general_public,1
502,sector,healthcare,1
502,sector,funding_grants,0
502,region,national,1
503,population,general_public,1
503,sector,public_services,1
503,region,national,1
504,population,general_public,1
504,sector,employment,1
504,region,PEI,1
505,population,general_public,1
505,sector,employment,1
505,sector,housing,0
505,region,national,1
506,population,general_public,1
506,sector,public_services,1
506,region,national,1
507,population,general_public,1
507,sector,employment,1
507,region,national,1
508,population,women,1
508,sector,public_services,1
508,region,national,1
509,population,general_public,1
509,sector,employment,1
509,sector,education,0
509,sector,healthcare,0
509,region,national,1
510,population,general_public,1
510,sector,healthcare,1
510,region,national,1
511,population,general_public,1
511,sector,healthcare,1
511,region,national,1
512,population,general_public,1
512,sector,housing,1
512,region,national,1
513,population,general_public,1
513,sector,public_services,1
513,region,national,1
514,population,general_public,1
514,sector,public_services,1
514,region,national,1
515,population,general_public,1
515,sector,public_services,1
515,region,national,1
516,population,general_public,1
516,sector,healthcare,1
516,sector,mental_health,0
516,region,national,1
517,population,youth,1
517,sector,employment,1
517,region,national,1
518,population,general_public,1
518,sector,public_services,1
518,region,national,1
519,population,youth,1
519,sector,skills_training,1
519,region,national,1
520,population,youth,1
520,population,seniors,0
520,sector,healthcare,1
520,region,national,1
521,population,general_public,1
521,sector,healthcare,1
521,region,national,1
522,population,general_public,1
522,sector,healthcare,1
522,region,national,1
523,population,general_public,1
523,sector,healthcare,1
523,region,national,1
524,population,general_public,1
524,sector,employment,1
524,sector,healthcare,0
524,region,national,1
525,population,general_public,1
525,sector,employment,1
525,sector,healthcare,0
525,region,national,1
526,population,general_public,1
526,sector,employment,1
526,sector,healthcare,0
526,region,YT,1
527,population,general_public,1
527,sector,healthcare,1
527,region,national,1
528,population,general_public,1
528,sector,employment,1
528,sector,education,0
528,sector,healthcare,0
528,region,ON,1
529,population,general_public,1
529,sector,employment,1
529,sector,education,0
529,sector,healthcare,0
529,region,ON,1
530,population,general_public,1
530,sector,healthcare,1
530,region,national,1
531,population,youth,1
531,sector,employment,1
531,sector,healthcare,0
531,sector,housing,0
531,region,national,1
532,population,women,1
532,sector,employment,1
532,sector,education,0
532,sector,healthcare,0
532,region,ON,1
533,population,general_public,1
533,sector,employment,1
533,sector,healthcare,0
533,region,national,1
534,population,general_public,1
534,sector,healthcare,1
534,region,national,1
535,population,general_public,1
535,sector,employment,1
535,sector,education,0
535,sector,healthcare,0
535,region,ON,1
536,population,general_public,1
536,sector,skills_training,1
536,sector,healthcare,0
536,sector,housing,0
536,region,national,1
537,population,general_public,1
537,sector,healthcare,1
537,sector,housing,0
537,region,national,1
538,population,general_public,1
538,sector,healthcare,1
538,region,national,1
539,population,general_public,1
539,sector,healthcare,1
539,region,national,1
540,population,general_public,1
540,sector,healthcare,1
540,region,national,1
541,population,general_public,1
541,sector,employment,1
541,sector,healthcare,0
541,region,national,1
542,population,general_public,1
542,sector,healthcare,1
542,region,national,1
543,population,women,1
543,sector,public_services,1
543,region,national,1
544,population,general_public,1
544,sector,employment,1
544,sector,healthcare,0
544,region,national,1
545,population,general_public,1
545,sector,healthcare,1
545,region,national,1
546,population,general_public,1
546,sector,healthcare,1
546,region,national,1
547,population,general_public,1
547,sector,healthcare,1
547,region,national,1
548,population,general_public,1
548,sector,healthcare,1
548,region,national,1
549,population,general_public,1
549,sector,employment,1
549,region,national,1
550,population,general_public,1
550,sector,public_services,1
550,region,national,1
551,population,general_public,1
551,sector,healthcare,1
551,region,ON,1
552,population,general_public,1
552,sector,healthcare,1
552,region,national,1
553,population,general_public,1
553,sector,public_services,1
553,region,national,1
554,population,general_public,1
554,sector,public_services,1
554,region,national,1
555,population,general_public,1
555,sector,housing,1
555,region,national,1
556,population,general_public,1
556,sector,employment,1
556,sector,healthcare,0
556,region,national,1
557,population,disabilities,1
557,sector,public_services,1
557,region,national,1
558,population,general_public,1
558,sector,skills_training,1
558,region,national,1
559,population,general_public,1
559,sector,healthcare,1
559,region,national,1
560,population,general_public,1
560,sector,healthcare,1
560,region,national,1
561,population,general_public,1
561,sector,public_services,1
561,region,national,1
562,population,general_public,1
562,sector,public_services,1
562,region,national,1
563,population,general_public,1
563,sector,public_services,1
563,region,national,1
564,population,general_public,1
564,sector,public_services,1
564,region,national,1
565,population,general_public,1
565,sector,public_services,1
565,region,national,1
566,population,women,1
566,sector,public_services,1
566,region,national,1
567,population,general_public,1
567,sector,healthcare,1
567,region,national,1
568,population,general_public,1
568,sector,public_services,1
568,region,national,1
569,population,general_public,1
569,sector,healthcare,1
569,region,national,1
570,population,general_public,1
570,sector,public_services,1
570,region,national,1
571,population,general_public,1
571,sector,healthcare,1
571,region,national,1
572,population,general_public,1
572,sector,employment,1
572,region,national,1
573,population,youth,1
573,population,women,0
573,sector,employment,1
573,sector,education,0
573,sector,healthcare,0
573,sector,housing,0
573,region,national,1
574,population,general_public,1
574,sector,public_services,1
574,region,national,1
575,population,women,1
575,sector,public_services,1
575,region,national,1
576,population,general_public,1
576,sector,public_services,1
576,region,national,1
577,population,general_public,1
577,sector,public_services,1
577,region,national,1
578,population,general_public,1
578,sector,healthcare,1
578,region,national,1
579,population,newcomers,1
579,sector,employment,1
579,sector,immigration_settlement,0
579,region,national,1
580,population,general_public,1
580,sector,public_services,1
580,region,national,1
581,population,general_public,1
581,sector,healthcare,1
581,region,national,1
582,population,general_public,1
582,sector,healthcare,1
582,region,national,1
583,population,general_public,1
583,sector,public_services,1
583,region,national,1
584,population,general_public,1
584,sector,public_services,1
584,region,national,1
585,population,general_public,1
585,sector,housing,1
585,region,national,1
586,population,general_public,1
586,sector,housing,1
586,sector,funding_grants,0
586,region,national,1
587,population,general_public,1
587,sector,public_services,1
587,region,national,1
588,population,general_public,1
588,sector,healthcare,1
588,region,national,1
589,population,general_public,1
589,sector,public_services,1
589,region,national,1
590,population,women,1
590,sector,public_services,1
590,region,national,1
591,population,general_public,1
591,sector,housing,1
591,region,national,1
592,population,general_public,1
592,sector,employment,1
592,region,national,1
593,population,general_public,1
593,sector,employment,1
593,region,national,1
594,population,general_public,1
594,sector,housing,1
594,region,national,1
595,population,general_public,1
595,sector,employment,1
595,sector,language_training,0
595,region,national,1
596,population,disabilities,1
596,sector,public_services,1
596,region,national,1
597,population,disabilities,1
597,sector,public_services,1
597,region,national,1
598,population,youth,1
598,sector,public_services,1
598,region,national,1
599,population,general_public,1
599,sector,public_services,1
599,region,national,1
600,population,women,1
600,sector,public_services,1
600,region,national,1
601,population,general_public,1
601,sector,healthcare,1
601,region,national,1
602,population,general_public,1
602,sector,public_services,1
602,region,national,1
603,population,general_public,1
603,sector,public_services,1
603,region,national,1
604,population,general_public,1
604,sector,public_services,1
604,region,national,1
605,population,general_public,1
605,sector,employment,1
605,region,national,1
606,population,general_public,1
606,sector,public_services,1
606,region,national,1
607,population,general_public,1
607,sector,healthcare,1
607,region,national,1
608,population,general_public,1
608,sector,healthcare,1
608,region,national,1
609,population,general_public,1
609,sector,public_services,1
609,region,national,1
610,population,general_public,1
610,sector,public_services,1
610,region,national,1
611,population,general_public,1
611,sector,employment,1
611,sector,healthcare,0
611,region,national,1
612,population,seniors,1
612,sector,public_services,1
612,region,national,1
613,population,seniors,1
613,sector,public_services,1
613,region,national,1
614,population,general_public,1
614,sector,public_services,1
614,region,national,1
615,population,general_public,1
615,sector,public_services,1
615,region,national,1
616,population,general_public,1
616,sector,public_services,1
616,region,national,1
617,population,general_public,1
617,sector,public_services,1
617,region,national,1
618,population,Indigenous,1
618,sector,housing,1
618,region,national,1
619,population,general_public,1
619,sector,healthcare,1
619,region,national,1
620,population,general_public,1
620,sector,employment,1
620,region,national,1
621,population,disabilities,1
621,sector,healthcare,1
621,region,national,1
622,population,general_public,1
622,sector,healthcare,1
622,region,national,1
623,population,general_public,1
623,sector,public_services,1
623,region,NS,1
624,population,general_public,1
624,sector,healthcare,1
624,region,national,1
625,population,general_public,1
625,sector,employment,1
625,sector,healthcare,0
625,sector,housing,0
625,region,national,1
626,population,youth,1
626,sector,employment,1
626,sector,healthcare,0
626,sector,housing,0
626,region,national,1
627,population,general_public,1
627,sector,public_services,1
627,region,national,1
628,population,general_public,1
628,sector,public_services,1
628,region,national,1
629,population,general_public,1
629,sector,public_services,1
629,region,national,1
630,population,seniors,1
630,sector,employment,1
630,sector,healthcare,0
630,region,national,1
631,population,general_public,1
631,sector,healthcare,1
631,region,national,1
632,population,seniors,1
632,sector,employment,1
632,region,national,1
633,population,seniors,1
633,sector,employment,1
633,region,national,1
634,population,general_public,1
634,sector,public_services,1
634,region,national,1
635,population,general_public,1
635,sector,skills_training,1
635,sector,education,0
635,region,national,1
636,population,disabilities,1
636,sector,public_services,1
636,region,national,1
637,population,seniors,1
637,sector,employment,1
637,region,national,1
638,population,disabilities,1
638,sector,employment,1
638,sector,housing,0
638,region,national,1
639,population,women,1
639,sector,employment,1
639,sector,housing,0
639,region,national,1
640,population,general_public,1
640,sector,employment,1
640,sector,skills_training,0
640,region,national,1
641,population,Indigenous,1
641,population,disabilities,0
641,sector,employment,1
641,sector,skills_training,0
641,sector,disability_support,0
641,region,national,1
642,population,general_public,1
642,sector,healthcare,1
642,region,national,1
643,population,seniors,1
643,sector,healthcare,1
643,region,national,1
644,population,general_public,1
644,sector,education,1
644,region,national,1
645,population,general_public,1
645,sector,public_services,1
645,region,national,1
646,population,general_public,1
646,sector,public_services,1
646,region,national,1
647,population,general_public,1
647,sector,skills_training,1
647,sector,education,0
647,region,national,1
648,population,youth,1
648,sector,healthcare,1
648,region,national,1
649,population,disabilities,1
649,sector,healthcare,1
649,sector,funding_grants,0
649,region,national,1
650,population,general_public,1
650,sector,healthcare,1
650,sector,housing,0
650,region,national,1
651,population,general_public,1
651,sector,healthcare,1
651,sector,housing,0
651,region,national,1
652,population,general_public,1
652,sector,healthcare,1
652,region,national,1
653,population,general_public,1
