entity_id,dimension,value,is_primary
1070,sector,public_services,1
1070,region,SK,1
1071,population,general_public,1
1071,sector,public_services,1
1071,region,QC,1
1072,population,general_public,1
1072,sector,public_services,1
1072,region,AB,1
1073,population,general_public,1
1073,sector,public_services,1
1073,region,national,1
1074,population,general_public,1
1074,sector,public_services,1
1074,region,QC,1
1075,population,general_public,1
1075,sector,public_services,1
1075,region,ON,1
1076,population,general_public,1
1076,sector,public_services,1
1076,region,ON,1
1077,population,general_public,1
1077,sector,public_services,1
1077,region,NS,1
1078,population,general_public,1
1078,sector,public_services,1
1078,region,QC,1
1079,population,general_public,1
1079,sector,public_services,1
1079,region,QC,1
1080,population,general_public,1
1080,sector,public_services,1
1080,region,ON,1
1081,population,general_public,1
1081,sector,healthcare,1
1081,region,national,1
1082,population,general_public,1
1082,sector,public_services,1
1082,region,ON,1
1083,population,general_public,1
1083,sector,public_services,1
1083,region,BC,1
1084,population,general_public,1
1084,sector,public_services,1
1084,region,AB,1
1085,population,general_public,1
1085,sector,public_services,1
1085,region,AB,1
1086,population,general_public,1
1086,sector,public_services,1
1086,region,BC,1
1087,population,general_public,1
1087,sector,public_services,1
1087,region,SK,1
1088,population,general_public,1
1088,sector,public_services,1
1088,region,ON,1
1089,population,general_public,1
1089,sector,public_services,1
1089,region,MB,1
1090,population,general_public,1
1090,sector,public_services,1
1090,region,QC,1
1091,population,general_public,1
1091,sector,public_services,1
1091,region,ON,1
1092,population,general_public,1
1092,sector,public_services,1
1092,region,QC,1
1093,population,general_public,1
1093,sector,public_services,1
1093,region,QC,1
1094,population,general_public,1
1094,sector,public_services,1
1094,region,ON,1
1095,population,general_public,1
1095,sector,public_services,1
1095,region,QC,1
1096,population,general_public,1
1096,sector,public_services,1
1096,region,national,1
1097,population,women,1
1097,sector,skills_training,1
1097,region,national,1
1098,population,youth,1
1098,sector,employment,1
1098,sector,skills_training,0
1098,sector,funding_grants,0
1098,region,national,1
1099,population,general_public,1
1099,sector,public_services,1
1099,region,QC,1
1100,population,youth,1
1100,population,rural_remote,0
1100,sector,employment,1
1100,sector,funding_grants,0
1100,region,national,1
1101,population,women,1
1101,sector,skills_training,1
1101,region,national,1
1102,population,general_public,1
1102,sector,skills_training,1
1102,region,national,1
1103,population,youth,1
1103,sector,skills_training,1
1103,sector,education,0
1103,region,national,1
1104,population,women,1
1104,sector,public_services,1
1104,region,national,1
1105,population,women,1
1105,sector,skills_training,1
1105,region,national,1
1106,population,general_public,1
1106,sector,employment,1
1106,sector,skills_training,0
1106,sector,healthcare,0
1106,region,national,1
1107,population,general_public,1
1107,sector,skills_training,1
1107,sector,housing,0
1107,sector,funding_grants,0
1107,region,national,1
1108,population,general_public,1
1108,sector,public_services,1
1108,region,national,1
1109,population,women,1
1109,sector,skills_training,1
1109,sector,funding_grants,0
1109,region,national,1
1110,population,general_public,1
1110,sector,public_services,1
1110,region,national,1
1111,population,general_public,1
1111,sector,skills_training,1
1111,region,national,1
1112,population,general_public,1
1112,sector,public_services,1
1112,region,national,1
1113,population,general_public,1
1113,sector,public_services,1
1113,region,QC,1
1114,population,general_public,1
1114,sector,public_services,1
1114,region,national,1
1115,population,general_public,1
1115,sector,public_services,1
1115,region,national,1
1116,population,general_public,1
1116,sector,public_services,1
1116,region,national,1
1117,population,general_public,1
1117,sector,public_services,1
1117,region,national,1
1118,population,general_public,1
1118,sector,public_services,1
1118,region,national,1
1119,population,general_public,1
1119,sector,employment,1
1119,region,national,1
1120,population,general_public,1
1120,sector,public_services,1
1120,region,national,1
1121,population,general_public,1
1121,sector,public_services,1
1121,region,national,1
1122,population,general_public,1
1122,sector,public_services,1
1122,region,national,1
1123,population,general_public,1
1123,sector,skills_training,1
1123,sector,healthcare,0
1123,region,national,1
1124,population,youth,1
1124,sector,skills_training,1
1124,region,national,1
1125,population,general_public,1
1125,sector,public_services,1
1125,region,national,1
1126,population,general_public,1
1126,sector,public_services,1
1126,region,national,1
1127,population,general_public,1
1127,sector,skills_training,1
1127,region,national,1
1128,population,general_public,1
1128,sector,employment,1
1128,region,national,1
1129,population,general_public,1
1129,sector,employment,1
1129,region,national,1
1130,population,general_public,1
1130,sector,public_services,1
1130,region,national,1
1131,population,general_public,1
1131,sector,public_services,1
1131,region,national,1
1132,population,general_public,1
1132,sector,language_training,1
1132,region,national,1
1133,population,general_public,1
1133,sector,public_services,1
1133,region,national,1
1134,population,general_public,1
1134,sector,public_services,1
1134,region,national,1
1135,population,general_public,1
1135,sector,public_services,1
1135,region,national,1
1136,population,general_public,1
1136,sector,public_services,1
1136,region,national,1
1137,population,general_public,1
1137,sector,employment,1
1137,region,national,1
1138,population,general_public,1
1138,sector,public_services,1
1138,region,national,1
1139,population,general_public,1
1139,sector,public_services,1
1139,region,national,1
1140,population,general_public,1
1140,sector,public_services,1
1140,region,national,1
1141,population,general_public,1
1141,sector,public_services,1
1141,region,national,1
1142,population,general_public,1
1142,sector,public_services,1
1142,region,national,1
1143,population,seniors,1
1143,sector,public_services,1
1143,region,national,1
1144,population,general_public,1
1144,sector,public_services,1
1144,region,national,1
1145,population,general_public,1
1145,sector,public_services,1
1145,region,national,1
1146,population,general_public,1
1146,sector,public_services,1
1146,region,national,1
1147,population,general_public,1
1147,sector,public_services,1
1147,region,national,1
1148,population,general_public,1
1148,sector,public_services,1
1148,region,national,1
1149,population,general_public,1
1149,sector,public_services,1
1149,region,national,1
1150,population,general_public,1
1150,sector,public_services,1
1150,region,national,1
1151,population,general_public,1
1151,sector,public_services,1
1151,region,national,1
1152,population,general_public,1
1152,sector,employment,1
1152,region,national,1
1153,population,general_public,1
1153,sector,public_services,1
1153,region,national,1
1154,population,general_public,1
1154,sector,public_services,1
1154,region,national,1
1155,population,general_public,1
1155,sector,employment,1
1155,region,national,1
1156,population,general_public,1
1156,sector,public_services,1
1156,region,national,1
1157,population,general_public,1
1157,sector,employment,1
1157,region,national,1
1158,population,general_public,1
1158,sector,public_services,1
1158,region,national,1
1159,population,general_public,1
1159,sector,public_services,1
1159,region,national,1
1160,population,general_public,1
1160,sector,public_services,1
1160,region,national,1
1161,population,general_public,1
1161,sector,public_services,1
1161,region,national,1
1162,population,women,1
1162,sector,employment,1
1162,sector,skills_training,0
1162,region,national,1
1163,population,general_public,1
1163,sector,public_services,1
1163,region,national,1
1164,population,general_public,1
1164,sector,employment,1
1164,region,national,1
1165,population,general_public,1
1165,sector,public_services,1
1165,region,national,1
1166,population,general_public,1
1166,sector,public_services,1
1166,region,national,1
1167,population,general_public,1
1167,sector,public_services,1
1167,region,national,1
1168,population,general_public,1
1168,sector,public_services,1
1168,region,national,1
1169,population,general_public,1
1169,sector,language_training,1
1169,region,national,1
1170,population,general_public,1
1170,sector,healthcare,1
1170,region,national,1
1171,population,general_public,1
1171,sector,public_services,1
1171,region,national,1
1172,population,general_public,1
1172,sector,public_services,1
1172,region,national,1
1173,population,rural_remote,1
1173,sector,public_services,1
1173,region,SK,1
1174,population,general_public,1
1174,sector,public_services,1
1174,region,QC,1
1175,population,women,1
1175,sector,public_services,1
1175,region,national,1
1176,population,women,1
1176,sector,public_services,1
1176,region,national,1
1177,population,general_public,1
1177,sector,public_services,1
1177,region,national,1
1178,population,general_public,1
1178,sector,employment,1
1178,region,national,1
1179,population,women,1
1179,sector,public_services,1
1179,region,national,1
1180,population,women,1
1180,sector,public_services,1
1180,region,national,1
1181,population,general_public,1
1181,sector,public_services,1
1181,region,national,1
1182,population,general_public,1
1182,sector,public_services,1
1182,region,ON,1
1183,population,general_public,1
1183,sector,public_services,1
1183,region,NL,1
1184,population,general_public,1
1184,sector,public_services,1
1184,region,national,1
1185,population,general_public,1
1185,sector,public_services,1
1185,region,national,1
1186,population,general_public,1
1186,sector,public_services,1
1186,region,national,1
1187,population,general_public,1
1187,sector,public_services,1
1187,region,national,1
1188,population,general_public,1
1188,sector,public_services,1
1188,region,QC,1
1189,population,general_public,1
1189,sector,employment,1
1189,region,national,1
1190,population,general_public,1
1190,sector,public_services,1
1190,region,national,1
1191,population,general_public,1
1191,sector,public_services,1
1191,region,national,1
1192,population,general_public,1
1192,sector,public_services,1
1192,region,national,1
1193,population,general_public,1
1193,sector,housing,1
1193,region,national,1
1194,population,women,1
1194,sector,employment,1
1194,region,national,1
1195,population,general_public,1
1195,sector,employment,1
1195,region,national,1
1196,population,general_public,1
1196,sector,public_services,1
1196,region,NB,1
1197,population,general_public,1
1197,sector,skills_training,1
1197,region,national,1
1198,population,general_public,1
1198,sector,public_services,1
1198,region,national,1
1199,population,general_public,1
1199,sector,education,1
1199,region,national,1
1200,population,general_public,1
1200,sector,public_services,1
1200,region,national,1
1201,population,general_public,1
1201,sector,public_services,1
1201,region,national,1
1202,population,general_public,1
1202,sector,public_services,1
1202,region,national,1
1203,population,general_public,1
1203,sector,public_services,1
1203,region,national,1
1204,population,general_public,1
1204,sector,public_services,1
1204,region,national,1
1205,population,general_public,1
1205,sector,employment,1
1205,sector,healthcare,0
1205,region,national,1
1206,population,general_public,1
1206,sector,public_services,1
1206,region,NT,1
1207,population,general_public,1
1207,sector,employment,1
1207,region,national,1
1208,population,general_public,1
1208,sector,public_services,1
1208,region,national,1
1209,population,general_public,1
1209,sector,public_services,1
1209,region,national,1
1210,population,general_public,1
1210,sector,public_services,1
1210,region,national,1
1211,population,general_public,1
1211,sector,public_services,1
1211,region,national,1
1212,population,general_public,1
1212,sector,public_services,1
1212,region,national,1
1213,population,newcomers,1
1213,sector,immigration_settlement,1
1213,region,national,1
1214,population,women,1
1214,sector,public_services,1
1214,region,national,1
1215,population,youth,1
1215,sector,public_services,1
1215,region,national,1
1216,population,general_public,1
1216,sector,housing,1
1216,region,national,1
1217,population,general_public,1
1217,sector,education,1
1217,region,national,1
1218,population,newcomers,1
1218,sector,immigration_settlement,1
1218,region,national,1
1219,population,general_public,1
1219,sector,healthcare,1
1219,region,national,1
1220,population,rural_remote,1
1220,sector,public_services,1
1220,region,AB,1
1221,population,rural_remote,1
1221,sector,public_services,1
1221,region,national,1
1222,population,general_public,1
1222,sector,public_services,1
1222,region,national,1
1223,population,youth,1
1223,sector,education,1
1223,region,national,1
1224,population,general_public,1
1224,sector,public_services,1
1224,region,national,1
1225,population,youth,1
1225,population,women,0
1225,sector,public_services,1
1225,region,national,1
1226,population,general_public,1
1226,sector,employment,1
1226,region,national,1
1227,population,youth,1
1227,sector,education,1
1227,region,national,1
1228,population,general_public,1
1228,sector,public_services,1
1228,region,BC,1
1229,population,rural_remote,1
1229,population,women,0
1229,sector,skills_training,1
1229,region,national,1
1230,population,general_public,1
1230,sector,public_services,1
1230,region,national,1
1231,population,women,1
1231,sector,public_services,1
1231,region,national,1
1232,population,women,1
1232,sector,public_services,1
1232,region,national,1
1233,population,general_public,1
1233,sector,employment,1
1233,region,national,1
1234,population,women,1
1234,sector,public_services,1
1234,region,national,1
1235,population,general_public,1
1235,sector,public_services,1
1235,region,national,1
1236,population,women,1
1236,sector,public_services,1
1236,region,national,1
1237,population,youth,1
1237,sector,public_services,1
1237,region,national,1
1238,population,general_public,1
1238,sector,public_services,1
1238,region,national,1
1239,population,rural_remote,1
1239,sector,public_services,1
1239,region,ON,1
1240,population,general_public,1
1240,sector,public_services,1
1240,region,national,1
1241,population,general_public,1
1241,sector,public_services,1
1241,region,national,1
1242,population,general_public,1
1242,sector,public_services,1
1242,region,national,1
1243,population,general_public,1
1243,sector,public_services,1
1243,region,national,1
1244,population,general_public,1
1244,sector,public_services,1
1244,region,national,1
1245,population,general_public,1
1245,sector,public_services,1
1245,region,national,1
1246,population,general_public,1
1246,sector,public_services,1
1246,region,national,1
1247,population,general_public,1
1247,sector,public_services,1
1247,region,national,1
1248,population,youth,1
1248,population,women,0
1248,sector,employment,1
1248,region,national,1
1249,population,general_public,1
1249,sector,employment,1
1249,sector,funding_grants,0
1249,region,national,1
1250,population,general_public,1
1250,sector,public_services,1
1250,region,national,1
1251,population,general_public,1
1251,sector,education,1
1251,region,national,1
1252,population,rural_remote,1
1252,sector,public_services,1
1252,region,ON,1
1253,population,newcomers,1
1253,population,women,0
1253,population,seniors,0
1253,sector,employment,1
1253,sector,immigration_settlement,0
1253,region,national,1
1254,population,general_public,1
1254,sector,education,1
1254,region,national,1
1255,population,general_public,1
1255,sector,education,1
1255,region,AB,1
1256,population,women,1
1256,sector,employment,1
1256,region,national,1
1257,population,women,1
1257,sector,public_services,1
1257,region,national,1
1258,population,women,1
1258,sector,public_services,1
1258,region,national,1
1259,population,women,1
1259,sector,public_services,1
1259,region,national,1
1260,population,general_public,1
1260,sector,public_services,1
1260,region,national,1
1261,population,rural_remote,1
1261,sector,public_services,1
1261,region,BC,1
1262,population,general_public,1
1262,sector,education,1
1262,region,national,1
1263,population,youth,1
1263,sector,public_services,1
1263,region,national,1
1264,population,general_public,1
1264,sector,public_services,1
1264,region,national,1
1265,population,youth,1
1265,population,women,0
1265,sector,public_services,1
1265,region,national,1
1266,population,women,1
1266,sector,employment,1
1266,region,national,1
1267,population,general_public,1
1267,sector,healthcare,1
1267,region,national,1
1268,population,general_public,1
1268,sector,public_services,1
1268,region,national,1
1269,population,general_public,1
1269,sector,public_services,1
1269,region,national,1
1270,population,women,1
1270,sector,public_services,1
1270,region,national,1
1271,population,general_public,1
1271,sector,public_services,1
1271,region,national,1
1272,population,general_public,1
1272,sector,public_services,1
1272,region,national,1
1273,population,disabilities,1
1273,sector,education,1
1273,region,national,1
1274,population,general_public,1
1274,sector,public_services,1
1274,region,national,1
1275,population,women,1
1275,sector,public_services,1
1275,region,national,1
1276,population,rural_remote,1
1276,sector,public_services,1
1276,region,ON,1
1277,population,general_public,1
1277,sector,education,1
1277,region,national,1
1278,population,general_public,1
1278,sector,public_services,1
1278,region,national,1
1279,population,general_public,1
1279,sector,employment,1
1279,region,national,1
1280,population,general_public,1
1280,sector,public_services,1
1280,region,national,1
1281,population,general_public,1
1281,sector,skills_training,1
1281,region,national,1
1282,population,women,1
1282,sector,public_services,1
1282,region,national,1
1283,population,women,1
1283,sector,language_training,1
1283,region,national,1
1284,population,newcomers,1
1284,sector,immigration_settlement,1
1284,region,national,1
1285,population,general_public,1
1285,sector,employment,1
1285,sector,healthcare,0
1285,region,national,1
1286,population,women,1
1286,sector,education,1
1286,region,national,1
1287,population,general_public,1
1287,sector,public_services,1
1287,region,national,1
1288,population,general_public,1
1288,sector,education,1
1288,sector,housing,0
1288,region,national,1
1289,population,general_public,1
1289,sector,public_services,1
1289,region,national,1
1290,population,general_public,1
1290,sector,employment,1
1290,sector,language_training,0
1290,region,national,1
1291,population,women,1
1291,sector,employment,1
1291,region,national,1
1292,population,general_public,1
1292,sector,employment,1
1292,region,AB,1
1293,population,youth,1
1293,sector,education,1
1293,sector,language_training,0
1293,region,national,1
1294,population,women,1
1294,sector,public_services,1
1294,region,national,1
1295,population,general_public,1
1295,sector,healthcare,1
1295,region,national,1
1296,population,general_public,1
1296,sector,healthcare,1
1296,sector,language_training,0
1296,region,national,1
1297,population,general_public,1
1297,sector,public_services,1
1297,region,national,1
1298,population,women,1
1298,sector,public_services,1
1298,region,national,1
1299,population,general_public,1
1299,sector,employment,1
1299,region,national,1
1300,population,women,1
1300,sector,public_services,1
1300,region,national,1
1301,population,women,1
1301,sector,public_services,1
1301,region,national,1
1302,population,women,1
1302,sector,healthcare,1
1302,sector,funding_grants,0
1302,region,national,1
1303,population,women,1
1303,population,seniors,0
1303,sector,public_services,1
1303,region,national,1
1304,population,disabilities,1
1304,population,women,0
1304,sector,public_services,1
1304,region,national,1
1305,population,disabilities,1
1305,sector,employment,1
1305,sector,disability_support,0
1305,region,national,1
1306,population,general_public,1
1306,sector,public_services,1
1306,region,national,1
1307,population,general_public,1
1307,sector,public_services,1
1307,region,national,1
1308,population,general_public,1
1308,sector,public_services,1
1308,region,national,1
1309,population,youth,1
1309,population,women,0
1309,sector,employment,1
1309,region,national,1
1310,population,general_public,1
1310,sector,employment,1
1310,region,national,1
1311,population,general_public,1
1311,sector,education,1
1311,sector,healthcare,0
1311,region,national,1
1312,population,general_public,1
1312,sector,public_services,1
1312,region,national,1
1313,population,general_public,1
1313,sector,employment,1
1313,sector,education,0
1313,region,national,1
1314,population,general_public,1
1314,sector,education,1
1314,region,national,1
1315,population,general_public,1
1315,sector,public_services,1
1315,region,national,1
1316,population,women,1
1316,sector,public_services,1
1316,region,national,1
1317,population,general_public,1
1317,sector,public_services,1
1317,region,national,1
1318,population,youth,1
1318,population,women,0
1318,sector,education,1
1318,region,national,1
1319,population,general_public,1
1319,sector,healthcare,1
1319,region,national,1
1320,population,women,1
1320,sector,education,1
1320,region,national,1
1321,population,women,1
1321,sector,public_services,1
1321,region,national,1
1322,population,women,1
1322,sector,healthcare,1
1322,region,national,1
1323,population,youth,1
1323,sector,education,1
1323,region,national,1
1324,population,general_public,1
1324,sector,employment,1
1324,sector,healthcare,0
1324,region,national,1
1325,population,general_public,1
1325,sector,public_services,1
1325,region,national,1
1326,population,general_public,1
1326,sector,employment,1
1326,sector,education,0
1326,region,national,1
1327,population,women,1
1327,sector,employment,1
1327,region,national,1
1328,population,general_public,1
1328,sector,public_services,1
1328,region,AB,1
1329,population,women,1
1329,sector,employment,1
1329,region,national,1
1330,population,women,1
1330,sector,healthcare,1
1330,region,national,1
1331,population,women,1
1331,sector,public_services,1
1331,region,national,1
1332,population,rural_remote,1
1332,population,women,0
1332,sector,healthcare,1
1332,region,national,1
1333,population,women,1
1333,sector,public_services,1
1333,region,national,1
1334,population,general_public,1
1334,sector,employment,1
1334,region,national,1
1335,population,general_public,1
1335,sector,public_services,1
1335,region,national,1
1336,population,rural_remote,1
1336,sector,public_services,1
1336,region,national,1
1337,population,women,1
1337,sector,public_services,1
1337,region,national,1
1338,population,general_public,1
1338,sector,public_services,1
1338,region,national,1
1339,population,youth,1
1339,sector,public_services,1
1339,region,BC,1
1340,population,general_public,1
1340,sector,public_services,1
1340,region,national,1
1341,population,general_public,1
1341,sector,healthcare,1
1341,region,national,1
1342,population,general_public,1
1342,sector,public_services,1
1342,region,national,1
1343,population,general_public,1
1343,sector,public_services,1
1343,region,national,1
1344,population,women,1
1344,sector,public_services,1
1344,region,national,1
1345,population,youth,1
1345,sector,public_services,1
1345,region,QC,1
1346,population,general_public,1
1346,sector,employment,1
1346,sector,education,0
1346,region,national,1
1347,population,women,1
1347,sector,public_services,1
1347,region,national,1
1348,population,general_public,1
1348,sector,employment,1
1348,sector,skills_training,0
1348,region,national,1
1349,population,general_public,1
1349,sector,public_services,1
1349,region,national,1
1350,population,general_public,1
1350,sector,employment,1
1350,sector,healthcare,0
1350,region,national,1
1351,population,general_public,1
1351,sector,employment,1
1351,region,national,1
1352,population,general_public,1
1352,sector,healthcare,1
1352,region,QC,1
1353,population,general_public,1
1353,sector,public_services,1
1353,region,ON,1
1354,population,general_public,1
1354,sector,public_services,1
1354,region,national,1
1355,population,general_public,1
1355,sector,public_services,1
1355,region,national,1
1356,population,general_public,1
1356,sector,public_services,1
1356,region,national,1
1357,population,general_public,1
1357,sector,employment,1
1357,sector,healthcare,0
1357,region,national,1
1358,population,general_public,1
1358,sector,public_services,1
1358,region,national,1
1359,population,general_public,1
1359,sector,public_services,1
1359,region,national,1
1360,population,general_public,1
1360,sector,public_services,1
1360,region,national,1
1361,population,women,1
1361,sector,funding_grants,1
1361,region,national,1
1362,population,women,1
1362,sector,housing,1
1362,region,national,1
1363,population,seniors,1
1363,sector,public_services,1
1363,region,national,1
1364,population,youth,1
1364,population,rural_remote,0
1364,sector,employment,1
1364,sector,education,0
1364,region,national,1
1365,population,disabilities,1
1365,sector,public_services,1
1365,region,national,1
1366,population,general_public,1
1366,sector,public_services,1
1366,region,national,1
1367,population,general_public,1
1367,sector,employment,1
1367,region,national,1
1368,population,rural_remote,1
1368,sector,employment,1
1368,sector,housing,0
1368,region,QC,1
1369,population,women,1
1369,sector,public_services,1
1369,region,national,1
1370,population,women,1
1370,sector,healthcare,1
1370,region,national,1
1371,population,women,1
1371,sector,public_services,1
1371,region,national,1
1372,population,general_public,1
1372,sector,public_services,1
1372,region,national,1
1373,population,general_public,1
1373,sector,public_services,1
1373,region,national,1
1374,population,general_public,1
1374,sector,public_services,1
1374,region,national,1
1375,population,women,1
1375,sector,employment,1
1375,sector,healthcare,0
1375,region,national,1
1376,population,women,1
1376,sector,public_services,1
1376,region,national,1
1377,population,general_public,1
1377,sector,funding_grants,1
1377,region,national,1
1378,population,general_public,1
1378,sector,public_services,1
1378,region,national,1
1379,population,newcomers,1
1379,sector,housing,1
1379,sector,immigration_settlement,0
1379,region,national,1
1380,population,women,1
1380,sector,public_services,1
1380,region,national,1
1381,population,women,1
1381,sector,education,1
1381,sector,healthcare,0
1381,region,national,1
1382,population,general_public,1
1382,sector,employment,1
1382,region,national,1
1383,population,women,1
1383,sector,public_services,1
1383,region,national,1
1384,population,youth,1
1384,sector,housing,1
1384,region,national,1
1385,population,newcomers,1
1385,sector,immigration_settlement,1
1385,region,national,1
1386,population,youth,1
1386,sector,skills_training,1
1386,region,national,1
1387,population,general_public,1
1387,sector,disability_support,1
1387,region,ON,1
1388,population,women,1
1388,sector,public_services,1
1388,region,national,1
1389,population,general_public,1
1389,sector,public_services,1
1389,region,national,1
1390,population,general_public,1
1390,sector,public_services,1
1390,region,ON,1
1391,population,general_public,1
1391,sector,employment,1
1391,sector,skills_training,0
1391,region,national,1
1392,population,women,1
1392,sector,public_services,1
1392,region,national,1
1393,population,women,1
1393,sector,funding_grants,1
1393,region,national,1
1394,population,general_public,1
1394,sector,healthcare,1
1394,region,national,1
1395,population,general_public,1
1395,sector,public_services,1
1395,region,national,1
1396,population,general_public,1
1396,sector,public_services,1
1396,region,BC,1
1397,population,youth,1
1397,sector,public_services,1
1397,region,national,1
1398,population,general_public,1
1398,sector,public_services,1
1398,region,national,1
1399,population,women,1
1399,sector,healthcare,1
1399,region,national,1
1400,population,general_public,1
1400,sector,employment,1
1400,region,national,1
1401,population,general_public,1
1401,sector,housing,1
1401,region,national,1
1402,population,general_public,1
1402,sector,employment,1
1402,region,national,1
1403,population,seniors,1
1403,sector,public_services,1
1403,region,national,1
1404,population,general_public,1
1404,sector,housing,1
1404,region,national,1
1405,population,youth,1
1405,sector,housing,1
1405,region,national,1
1406,population,general_public,1
1406,sector,housing,1
1406,region,national,1
1407,population,disabilities,1
1407,sector,public_services,1
1407,region,national,1
1408,population,general_public,1
1408,sector,public_services,1
1408,region,MB,1
1409,population,general_public,1
1409,sector,public_services,1
1409,region,national,1
1410,population,general_public,1
1410,sector,public_services,1
1410,region,national,1
1411,population,general_public,1
1411,sector,public_services,1
1411,region,national,1
1412,population,disabilities,1
1412,sector,public_services,1
1412,region,national,1
1413,population,disabilities,1
1413,sector,public_services,1
1413,region,national,1
1414,population,general_public,1
1414,sector,public_services,1
1414,region,national,1
1415,population,general_public,1
1415,sector,public_services,1
1415,region,national,1
1416,population,general_public,1
1416,sector,public_services,1
1416,region,national,1
1417,population,general_public,1
1417,sector,public_services,1
1417,region,national,1
1418,population,general_public,1
1418,sector,healthcare,1
1418,region,national,1
1419,population,disabilities,1
1419,sector,public_services,1
1419,region,national,1
1420,population,general_public,1
1420,sector,public_services,1
1420,region,national,1
1421,population,general_public,1
1421,sector,employment,1
1421,region,national,1
1422,population,general_public,1
1422,sector,public_services,1
1422,region,national,1
1423,population,general_public,1
1423,sector,healthcare,1
1423,region,national,1
1424,population,general_public,1
1424,sector,healthcare,1
1424,region,national,1
1425,population,disabilities,1
1425,sector,public_services,1
1425,region,national,1
1426,population,general_public,1
1426,sector,public_services,1
1426,region,national,1
1427,population,general_public,1
1427,sector,public_services,1
1427,region,national,1
1428,population,youth,1
1428,sector,education,1
1428,sector,healthcare,0
1428,region,national,1
1429,population,disabilities,1
1429,sector,employment,1
1429,region,national,1
1430,population,disabilities,1
